,region,type,posting_date,count
15759,eastern kentucky,pickup,2021-04-04 00:00:00+00:00,1
59286,utica-rome-oneida,sedan,2021-04-04 00:00:00+00:00,4
34302,mankato,truck,2021-04-04 00:00:00+00:00,2
15776,eastern kentucky,sedan,2021-04-04 00:00:00+00:00,2
1269,ames,sedan,2021-04-04 00:00:00+00:00,2
16523,el paso,sedan,2021-04-04 00:00:00+00:00,10
34271,mankato,sedan,2021-04-04 00:00:00+00:00,3
15833,eastern panhandle,SUV,2021-04-04 00:00:00+00:00,1
1259,ames,pickup,2021-04-04 00:00:00+00:00,1
15864,eastern panhandle,coupe,2021-04-04 00:00:00+00:00,1
15880,eastern panhandle,hatchback,2021-04-04 00:00:00+00:00,1
34212,mankato,hatchback,2021-04-04 00:00:00+00:00,1
15907,eastern panhandle,pickup,2021-04-04 00:00:00+00:00,1
34195,mankato,coupe,2021-04-04 00:00:00+00:00,2
59228,utica-rome-oneida,hatchback,2021-04-04 00:00:00+00:00,2
15926,eastern panhandle,sedan,2021-04-04 00:00:00+00:00,3
34162,mankato,SUV,2021-04-04 00:00:00+00:00,3
15975,eastern shore,SUV,2021-04-04 00:00:00+00:00,3
34154,manhattan,van,2021-04-04 00:00:00+00:00,1
59263,utica-rome-oneida,pickup,2021-04-04 00:00:00+00:00,1
53377,southern illinois,truck,2021-04-04 00:00:00+00:00,1
37882,muncie / anderson,hatchback,2021-04-04 00:00:00+00:00,1
51264,shreveport,other,2021-04-04 00:00:00+00:00,1
42738,owensboro,hatchback,2021-04-04 00:00:00+00:00,1
63148,winchester,sedan,2021-04-04 00:00:00+00:00,13
42700,outer banks,sedan,2021-04-04 00:00:00+00:00,1
5460,birmingham,coupe,2021-04-04 00:00:00+00:00,2
49228,san marcos,SUV,2021-04-04 00:00:00+00:00,1
5512,birmingham,other,2021-04-04 00:00:00+00:00,1
49269,san marcos,other,2021-04-04 00:00:00+00:00,2
48100,saginaw-midland-baycity,hatchback,2021-04-04 00:00:00+00:00,1
5537,birmingham,pickup,2021-04-04 00:00:00+00:00,1
49303,san marcos,sedan,2021-04-04 00:00:00+00:00,2
5567,birmingham,sedan,2021-04-04 00:00:00+00:00,23
5598,birmingham,truck,2021-04-04 00:00:00+00:00,2
5626,birmingham,van,2021-04-04 00:00:00+00:00,2
42492,oregon coast,truck,2021-04-04 00:00:00+00:00,1
49335,sandusky,SUV,2021-04-04 00:00:00+00:00,1
5642,birmingham,wagon,2021-04-04 00:00:00+00:00,1
63073,winchester,hatchback,2021-04-04 00:00:00+00:00,2
42461,oregon coast,sedan,2021-04-04 00:00:00+00:00,3
5714,bloomington,SUV,2021-04-04 00:00:00+00:00,2
5728,bloomington,coupe,2021-04-04 00:00:00+00:00,1
5745,bloomington,hatchback,2021-04-04 00:00:00+00:00,1
45263,"quad cities, IA/IL",SUV,2021-04-04 00:00:00+00:00,4
42418,oregon coast,mini-van,2021-04-04 00:00:00+00:00,2
5790,bloomington,sedan,2021-04-04 00:00:00+00:00,2
42382,oregon coast,coupe,2021-04-04 00:00:00+00:00,1
5390,birmingham,SUV,2021-04-04 00:00:00+00:00,6
63016,winchester,SUV,2021-04-04 00:00:00+00:00,3
42745,owensboro,other,2021-04-04 00:00:00+00:00,1
42777,owensboro,sedan,2021-04-04 00:00:00+00:00,2
63328,winston-salem,other,2021-04-04 00:00:00+00:00,2
63297,winston-salem,hatchback,2021-04-04 00:00:00+00:00,1
45187,pullman / moscow,sedan,2021-04-04 00:00:00+00:00,1
49104,san luis obispo,pickup,2021-04-04 00:00:00+00:00,4
43015,palm springs,truck,2021-04-04 00:00:00+00:00,2
63272,winston-salem,coupe,2021-04-04 00:00:00+00:00,2
4997,billings,SUV,2021-04-04 00:00:00+00:00,1
5039,billings,coupe,2021-04-04 00:00:00+00:00,1
42984,palm springs,sedan,2021-04-04 00:00:00+00:00,7
49132,san luis obispo,sedan,2021-04-04 00:00:00+00:00,2
5093,billings,pickup,2021-04-04 00:00:00+00:00,1
5114,billings,sedan,2021-04-04 00:00:00+00:00,11
42928,palm springs,other,2021-04-04 00:00:00+00:00,3
5145,billings,truck,2021-04-04 00:00:00+00:00,1
63226,winston-salem,SUV,2021-04-04 00:00:00+00:00,3
42890,palm springs,hatchback,2021-04-04 00:00:00+00:00,2
63211,winchester,wagon,2021-04-04 00:00:00+00:00,1
5218,binghamton,SUV,2021-04-04 00:00:00+00:00,2
42860,palm springs,coupe,2021-04-04 00:00:00+00:00,3
49163,san luis obispo,truck,2021-04-04 00:00:00+00:00,1
5263,binghamton,hatchback,2021-04-04 00:00:00+00:00,1
42829,palm springs,convertible,2021-04-04 00:00:00+00:00,3
42798,palm springs,SUV,2021-04-04 00:00:00+00:00,1
2568,ashtabula,hatchback,2021-04-04 00:00:00+00:00,1
5315,binghamton,sedan,2021-04-04 00:00:00+00:00,1
5375,binghamton,wagon,2021-04-04 00:00:00+00:00,1
43204,parkersburg-marietta,SUV,2021-04-04 00:00:00+00:00,1
5832,bloomington-normal,SUV,2021-04-04 00:00:00+00:00,1
5873,bloomington-normal,hatchback,2021-04-04 00:00:00+00:00,1
41910,olympic peninsula,coupe,2021-04-04 00:00:00+00:00,5
41883,olympic peninsula,SUV,2021-04-04 00:00:00+00:00,23
6305,boulder,SUV,2021-04-04 00:00:00+00:00,3
6348,boulder,coupe,2021-04-04 00:00:00+00:00,1
6369,boulder,hatchback,2021-04-04 00:00:00+00:00,1
49682,santa barbara,van,2021-04-04 00:00:00+00:00,1
6423,boulder,pickup,2021-04-04 00:00:00+00:00,1
6443,boulder,sedan,2021-04-04 00:00:00+00:00,5
49720,santa fe / taos,SUV,2021-04-04 00:00:00+00:00,4
62677,williamsport,hatchback,2021-04-04 00:00:00+00:00,2
6521,bowling green,SUV,2021-04-04 00:00:00+00:00,1
49748,santa fe / taos,convertible,2021-04-04 00:00:00+00:00,1
6570,bowling green,hatchback,2021-04-04 00:00:00+00:00,1
41617,okaloosa / walton,truck,2021-04-04 00:00:00+00:00,2
2417,asheville,sedan,2021-04-04 00:00:00+00:00,8
6626,bowling green,sedan,2021-04-04 00:00:00+00:00,3
41585,okaloosa / walton,pickup,2021-04-04 00:00:00+00:00,1
41579,okaloosa / walton,mini-van,2021-04-04 00:00:00+00:00,1
62635,williamsport,SUV,2021-04-04 00:00:00+00:00,1
62629,wichita falls,van,2021-04-04 00:00:00+00:00,1
45356,"quad cities, IA/IL",sedan,2021-04-04 00:00:00+00:00,4
49783,santa fe / taos,hatchback,2021-04-04 00:00:00+00:00,1
6671,bowling green,van,2021-04-04 00:00:00+00:00,1
6678,bowling green,wagon,2021-04-04 00:00:00+00:00,1
6682,bozeman,SUV,2021-04-04 00:00:00+00:00,1
62774,williamsport,wagon,2021-04-04 00:00:00+00:00,1
49377,sandusky,hatchback,2021-04-04 00:00:00+00:00,3
62781,wilmington,SUV,2021-04-04 00:00:00+00:00,2
41946,olympic peninsula,pickup,2021-04-04 00:00:00+00:00,2
42341,oregon coast,SUV,2021-04-04 00:00:00+00:00,5
2501,asheville,wagon,2021-04-04 00:00:00+00:00,2
5896,bloomington-normal,pickup,2021-04-04 00:00:00+00:00,1
49425,sandusky,sedan,2021-04-04 00:00:00+00:00,1
5920,bloomington-normal,sedan,2021-04-04 00:00:00+00:00,2
49457,sandusky,wagon,2021-04-04 00:00:00+00:00,1
62976,wilmington,van,2021-04-04 00:00:00+00:00,1
49466,santa barbara,SUV,2021-04-04 00:00:00+00:00,5
49499,santa barbara,convertible,2021-04-04 00:00:00+00:00,4
42222,oneonta,pickup,2021-04-04 00:00:00+00:00,1
49541,santa barbara,hatchback,2021-04-04 00:00:00+00:00,3
62917,wilmington,sedan,2021-04-04 00:00:00+00:00,6
2476,asheville,van,2021-04-04 00:00:00+00:00,1
62893,wilmington,pickup,2021-04-04 00:00:00+00:00,1
49571,santa barbara,other,2021-04-04 00:00:00+00:00,4
6068,boone,SUV,2021-04-04 00:00:00+00:00,1
6108,boone,hatchback,2021-04-04 00:00:00+00:00,1
42019,olympic peninsula,wagon,2021-04-04 00:00:00+00:00,1
6142,boone,pickup,2021-04-04 00:00:00+00:00,1
45304,"quad cities, IA/IL",coupe,2021-04-04 00:00:00+00:00,1
42000,olympic peninsula,truck,2021-04-04 00:00:00+00:00,21
49623,santa barbara,sedan,2021-04-04 00:00:00+00:00,10
6170,boone,sedan,2021-04-04 00:00:00+00:00,2
41973,olympic peninsula,sedan,2021-04-04 00:00:00+00:00,3
62828,wilmington,coupe,2021-04-04 00:00:00+00:00,2
41924,olympic peninsula,hatchback,2021-04-04 00:00:00+00:00,1
2628,ashtabula,sedan,2021-04-04 00:00:00+00:00,2
43246,parkersburg-marietta,hatchback,2021-04-04 00:00:00+00:00,1
4741,bemidji,sedan,2021-04-04 00:00:00+00:00,1
3360,bakersfield,SUV,2021-04-04 00:00:00+00:00,8
44481,port huron,hatchback,2021-04-04 00:00:00+00:00,1
48434,salina,SUV,2021-04-04 00:00:00+00:00,1
3394,bakersfield,convertible,2021-04-04 00:00:00+00:00,1
3414,bakersfield,coupe,2021-04-04 00:00:00+00:00,3
44443,port huron,SUV,2021-04-04 00:00:00+00:00,1
2786,athens,pickup,2021-04-04 00:00:00+00:00,2
63798,wyoming,hatchback,2021-04-04 00:00:00+00:00,2
48166,saginaw-midland-baycity,sedan,2021-04-04 00:00:00+00:00,3
45056,pueblo,sedan,2021-04-04 00:00:00+00:00,7
44432,poconos,wagon,2021-04-04 00:00:00+00:00,1
3444,bakersfield,hatchback,2021-04-04 00:00:00+00:00,4
63780,wyoming,coupe,2021-04-04 00:00:00+00:00,1
3489,bakersfield,other,2021-04-04 00:00:00+00:00,2
3519,bakersfield,pickup,2021-04-04 00:00:00+00:00,1
3550,bakersfield,sedan,2021-04-04 00:00:00+00:00,13
44327,poconos,hatchback,2021-04-04 00:00:00+00:00,2
3581,bakersfield,truck,2021-04-04 00:00:00+00:00,2
48474,salina,hatchback,2021-04-04 00:00:00+00:00,1
63748,wyoming,SUV,2021-04-04 00:00:00+00:00,1
3611,bakersfield,van,2021-04-04 00:00:00+00:00,1
2758,athens,other,2021-04-04 00:00:00+00:00,1
44275,poconos,SUV,2021-04-04 00:00:00+00:00,1
63720,worcester / central MA,wagon,2021-04-04 00:00:00+00:00,1
48516,salina,sedan,2021-04-04 00:00:00+00:00,2
63815,wyoming,other,2021-04-04 00:00:00+00:00,1
63701,worcester / central MA,van,2021-04-04 00:00:00+00:00,3
44533,port huron,sedan,2021-04-04 00:00:00+00:00,1
63859,wyoming,sedan,2021-04-04 00:00:00+00:00,7
64065,yakima,sedan,2021-04-04 00:00:00+00:00,5
44976,pueblo,hatchback,2021-04-04 00:00:00+00:00,1
63999,yakima,hatchback,2021-04-04 00:00:00+00:00,1
2941,auburn,SUV,2021-04-04 00:00:00+00:00,2
2960,auburn,hatchback,2021-04-04 00:00:00+00:00,1
44923,pueblo,SUV,2021-04-04 00:00:00+00:00,4
64097,yakima,truck,2021-04-04 00:00:00+00:00,10
3003,auburn,sedan,2021-04-04 00:00:00+00:00,1
48214,saginaw-midland-baycity,van,2021-04-04 00:00:00+00:00,1
48218,saginaw-midland-baycity,wagon,2021-04-04 00:00:00+00:00,1
3020,augusta,SUV,2021-04-04 00:00:00+00:00,2
3059,augusta,coupe,2021-04-04 00:00:00+00:00,1
3080,augusta,hatchback,2021-04-04 00:00:00+00:00,1
44810,prescott,sedan,2021-04-04 00:00:00+00:00,3
3132,augusta,sedan,2021-04-04 00:00:00+00:00,5
44783,prescott,pickup,2021-04-04 00:00:00+00:00,1
3163,augusta,truck,2021-04-04 00:00:00+00:00,2
44761,prescott,other,2021-04-04 00:00:00+00:00,1
63927,yakima,SUV,2021-04-04 00:00:00+00:00,1
3194,augusta,van,2021-04-04 00:00:00+00:00,1
44719,prescott,hatchback,2021-04-04 00:00:00+00:00,1
44687,prescott,convertible,2021-04-04 00:00:00+00:00,1
2813,athens,sedan,2021-04-04 00:00:00+00:00,2
44658,prescott,SUV,2021-04-04 00:00:00+00:00,3
44635,potsdam-canton-massena,sedan,2021-04-04 00:00:00+00:00,2
44571,port huron,wagon,2021-04-04 00:00:00+00:00,1
63678,worcester / central MA,truck,2021-04-04 00:00:00+00:00,4
63647,worcester / central MA,sedan,2021-04-04 00:00:00+00:00,13
2741,athens,mini-van,2021-04-04 00:00:00+00:00,1
4389,beaumont / port arthur,van,2021-04-04 00:00:00+00:00,1
4392,bellingham,SUV,2021-04-04 00:00:00+00:00,33
43531,peoria,coupe,2021-04-04 00:00:00+00:00,1
43495,peoria,SUV,2021-04-04 00:00:00+00:00,1
2672,athens,SUV,2021-04-04 00:00:00+00:00,5
4449,bellingham,coupe,2021-04-04 00:00:00+00:00,5
4476,bellingham,hatchback,2021-04-04 00:00:00+00:00,2
63466,worcester / central MA,SUV,2021-04-04 00:00:00+00:00,4
43433,pensacola,sedan,2021-04-04 00:00:00+00:00,3
4518,bellingham,offroad,2021-04-04 00:00:00+00:00,1
4520,bellingham,other,2021-04-04 00:00:00+00:00,1
43416,pensacola,pickup,2021-04-04 00:00:00+00:00,2
63451,winston-salem,wagon,2021-04-04 00:00:00+00:00,1
2658,ashtabula,wagon,2021-04-04 00:00:00+00:00,1
4533,bellingham,pickup,2021-04-04 00:00:00+00:00,1
43396,pensacola,mini-van,2021-04-04 00:00:00+00:00,2
48990,san luis obispo,SUV,2021-04-04 00:00:00+00:00,6
64151,york,SUV,2021-04-04 00:00:00+00:00,4
4562,bellingham,sedan,2021-04-04 00:00:00+00:00,8
43372,pensacola,coupe,2021-04-04 00:00:00+00:00,2
63435,winston-salem,van,2021-04-04 00:00:00+00:00,1
4594,bellingham,truck,2021-04-04 00:00:00+00:00,21
43327,pensacola,SUV,2021-04-04 00:00:00+00:00,3
43289,parkersburg-marietta,sedan,2021-04-04 00:00:00+00:00,2
63379,winston-salem,sedan,2021-04-04 00:00:00+00:00,3
43545,peoria,hatchback,2021-04-04 00:00:00+00:00,1
4358,beaumont / port arthur,sedan,2021-04-04 00:00:00+00:00,1
43563,peoria,other,2021-04-04 00:00:00+00:00,1
43584,peoria,pickup,2021-04-04 00:00:00+00:00,1
48603,salt lake city,pickup,2021-04-04 00:00:00+00:00,1
3970,baton rouge,coupe,2021-04-04 00:00:00+00:00,2
3995,baton rouge,hatchback,2021-04-04 00:00:00+00:00,1
4011,baton rouge,other,2021-04-04 00:00:00+00:00,2
63619,worcester / central MA,pickup,2021-04-04 00:00:00+00:00,2
48626,salt lake city,sedan,2021-04-04 00:00:00+00:00,1
2729,athens,hatchback,2021-04-04 00:00:00+00:00,2
48657,salt lake city,truck,2021-04-04 00:00:00+00:00,1
4060,baton rouge,sedan,2021-04-04 00:00:00+00:00,6
48680,salt lake city,van,2021-04-04 00:00:00+00:00,1
63588,worcester / central MA,other,2021-04-04 00:00:00+00:00,1
4118,baton rouge,wagon,2021-04-04 00:00:00+00:00,1
41506,ogden-clearfield,coupe,2021-04-04 00:00:00+00:00,1
48697,san angelo,SUV,2021-04-04 00:00:00+00:00,1
63577,worcester / central MA,mini-van,2021-04-04 00:00:00+00:00,1
48734,san angelo,sedan,2021-04-04 00:00:00+00:00,1
4171,battle creek,hatchback,2021-04-04 00:00:00+00:00,1
4190,battle creek,other,2021-04-04 00:00:00+00:00,1
4221,battle creek,sedan,2021-04-04 00:00:00+00:00,3
45111,pullman / moscow,SUV,2021-04-04 00:00:00+00:00,2
63547,worcester / central MA,hatchback,2021-04-04 00:00:00+00:00,3
4259,beaumont / port arthur,SUV,2021-04-04 00:00:00+00:00,1
4296,beaumont / port arthur,hatchback,2021-04-04 00:00:00+00:00,2
4317,beaumont / port arthur,other,2021-04-04 00:00:00+00:00,2
43607,peoria,sedan,2021-04-04 00:00:00+00:00,2
63520,worcester / central MA,coupe,2021-04-04 00:00:00+00:00,3
4127,battle creek,SUV,2021-04-04 00:00:00+00:00,1
49812,santa fe / taos,other,2021-04-04 00:00:00+00:00,1
6763,bozeman,pickup,2021-04-04 00:00:00+00:00,2
2390,asheville,pickup,2021-04-04 00:00:00+00:00,1
9553,chattanooga,truck,2021-04-04 00:00:00+00:00,1
61624,western maryland,other,2021-04-04 00:00:00+00:00,3
64345,york,wagon,2021-04-04 00:00:00+00:00,1
9577,chattanooga,van,2021-04-04 00:00:00+00:00,2
39147,new orleans,wagon,2021-04-04 00:00:00+00:00,2
9597,chattanooga,wagon,2021-04-04 00:00:00+00:00,1
9609,chautauqua,SUV,2021-04-04 00:00:00+00:00,1
61608,western maryland,hatchback,2021-04-04 00:00:00+00:00,1
9651,chautauqua,hatchback,2021-04-04 00:00:00+00:00,1
9659,chautauqua,mini-van,2021-04-04 00:00:00+00:00,1
39081,new orleans,sedan,2021-04-04 00:00:00+00:00,4
9697,chautauqua,sedan,2021-04-04 00:00:00+00:00,2
2041,appleton-oshkosh-FDL,coupe,2021-04-04 00:00:00+00:00,2
61565,western maryland,SUV,2021-04-04 00:00:00+00:00,1
61524,western KY,sedan,2021-04-04 00:00:00+00:00,1
61463,western KY,SUV,2021-04-04 00:00:00+00:00,3
9823,chico,SUV,2021-04-04 00:00:00+00:00,4
9853,chico,convertible,2021-04-04 00:00:00+00:00,1
38937,new orleans,SUV,2021-04-04 00:00:00+00:00,2
50779,scranton / wilkes-barre,hatchback,2021-04-04 00:00:00+00:00,1
9893,chico,hatchback,2021-04-04 00:00:00+00:00,3
61431,western IL,sedan,2021-04-04 00:00:00+00:00,1
45708,rapid city / west SD,sedan,2021-04-04 00:00:00+00:00,2
38913,new haven,wagon,2021-04-04 00:00:00+00:00,1
64361,youngstown,SUV,2021-04-04 00:00:00+00:00,2
9521,chattanooga,sedan,2021-04-04 00:00:00+00:00,12
38879,new haven,truck,2021-04-04 00:00:00+00:00,1
2067,appleton-oshkosh-FDL,hatchback,2021-04-04 00:00:00+00:00,2
50701,scranton / wilkes-barre,SUV,2021-04-04 00:00:00+00:00,1
8928,charleston,van,2021-04-04 00:00:00+00:00,1
50492,savannah / hinesville,hatchback,2021-04-04 00:00:00+00:00,1
61838,western massachusetts,other,2021-04-04 00:00:00+00:00,4
50518,savannah / hinesville,other,2021-04-04 00:00:00+00:00,1
61787,western massachusetts,hatchback,2021-04-04 00:00:00+00:00,3
61761,western massachusetts,coupe,2021-04-04 00:00:00+00:00,1
9164,charlottesville,SUV,2021-04-04 00:00:00+00:00,5
50559,savannah / hinesville,sedan,2021-04-04 00:00:00+00:00,4
9210,charlottesville,coupe,2021-04-04 00:00:00+00:00,1
61739,western massachusetts,convertible,2021-04-04 00:00:00+00:00,1
9243,charlottesville,mini-van,2021-04-04 00:00:00+00:00,1
9296,charlottesville,sedan,2021-04-04 00:00:00+00:00,7
50612,savannah / hinesville,van,2021-04-04 00:00:00+00:00,1
47876,roseburg,pickup,2021-04-04 00:00:00+00:00,1
50646,scottsbluff / panhandle,sedan,2021-04-04 00:00:00+00:00,2
61705,western massachusetts,SUV,2021-04-04 00:00:00+00:00,7
9346,charlottesville,van,2021-04-04 00:00:00+00:00,1
9356,charlottesville,wagon,2021-04-04 00:00:00+00:00,1
9368,chattanooga,SUV,2021-04-04 00:00:00+00:00,2
45669,rapid city / west SD,coupe,2021-04-04 00:00:00+00:00,1
9410,chattanooga,coupe,2021-04-04 00:00:00+00:00,1
39255,new river valley,sedan,2021-04-04 00:00:00+00:00,1
61667,western maryland,sedan,2021-04-04 00:00:00+00:00,3
9467,chattanooga,other,2021-04-04 00:00:00+00:00,2
39216,new river valley,other,2021-04-04 00:00:00+00:00,1
39200,new river valley,hatchback,2021-04-04 00:00:00+00:00,2
9986,chico,sedan,2021-04-04 00:00:00+00:00,7
38848,new haven,sedan,2021-04-04 00:00:00+00:00,17
50809,scranton / wilkes-barre,other,2021-04-04 00:00:00+00:00,1
10644,cleveland,SUV,2021-04-04 00:00:00+00:00,8
38179,myrtle beach,hatchback,2021-04-04 00:00:00+00:00,2
10678,cleveland,convertible,2021-04-04 00:00:00+00:00,1
38160,myrtle beach,coupe,2021-04-04 00:00:00+00:00,1
10702,cleveland,coupe,2021-04-04 00:00:00+00:00,2
10733,cleveland,hatchback,2021-04-04 00:00:00+00:00,2
38112,myrtle beach,SUV,2021-04-04 00:00:00+00:00,5
10764,cleveland,mini-van,2021-04-04 00:00:00+00:00,1
61142,wausau,sedan,2021-04-04 00:00:00+00:00,2
10792,cleveland,other,2021-04-04 00:00:00+00:00,1
38060,muskegon,sedan,2021-04-04 00:00:00+00:00,4
51200,show low,truck,2021-04-04 00:00:00+00:00,1
10822,cleveland,pickup,2021-04-04 00:00:00+00:00,1
10852,cleveland,sedan,2021-04-04 00:00:00+00:00,14
10884,cleveland,truck,2021-04-04 00:00:00+00:00,1
10913,cleveland,van,2021-04-04 00:00:00+00:00,1
37970,muskegon,SUV,2021-04-04 00:00:00+00:00,2
61091,wausau,other,2021-04-04 00:00:00+00:00,3
1902,annapolis,hatchback,2021-04-04 00:00:00+00:00,1
10937,cleveland,wagon,2021-04-04 00:00:00+00:00,2
51237,shreveport,coupe,2021-04-04 00:00:00+00:00,1
61069,wausau,hatchback,2021-04-04 00:00:00+00:00,1
37932,muncie / anderson,sedan,2021-04-04 00:00:00+00:00,2
51256,shreveport,hatchback,2021-04-04 00:00:00+00:00,2
11008,college station,SUV,2021-04-04 00:00:00+00:00,1
10637,clarksville,van,2021-04-04 00:00:00+00:00,1
38208,myrtle beach,other,2021-04-04 00:00:00+00:00,1
38232,myrtle beach,pickup,2021-04-04 00:00:00+00:00,4
1949,annapolis,sedan,2021-04-04 00:00:00+00:00,2
10045,chico,van,2021-04-04 00:00:00+00:00,1
10076,chillicothe,SUV,2021-04-04 00:00:00+00:00,3
38792,new haven,other,2021-04-04 00:00:00+00:00,2
61359,wenatchee,truck,2021-04-04 00:00:00+00:00,21
38775,new haven,mini-van,2021-04-04 00:00:00+00:00,1
10151,chillicothe,sedan,2021-04-04 00:00:00+00:00,2
38744,new haven,hatchback,2021-04-04 00:00:00+00:00,3
10187,chillicothe,wagon,2021-04-04 00:00:00+00:00,1
38717,new haven,coupe,2021-04-04 00:00:00+00:00,4
1990,appleton-oshkosh-FDL,SUV,2021-04-04 00:00:00+00:00,6
61328,wenatchee,sedan,2021-04-04 00:00:00+00:00,2
38666,new haven,SUV,2021-04-04 00:00:00+00:00,4
61868,western massachusetts,pickup,2021-04-04 00:00:00+00:00,3
50867,scranton / wilkes-barre,sedan,2021-04-04 00:00:00+00:00,8
50990,sheboygan,SUV,2021-04-04 00:00:00+00:00,2
51050,sheboygan,other,2021-04-04 00:00:00+00:00,1
51078,sheboygan,sedan,2021-04-04 00:00:00+00:00,2
45737,rapid city / west SD,truck,2021-04-04 00:00:00+00:00,1
10454,clarksville,SUV,2021-04-04 00:00:00+00:00,2
38321,myrtle beach,van,2021-04-04 00:00:00+00:00,1
10498,clarksville,coupe,2021-04-04 00:00:00+00:00,1
38294,myrtle beach,truck,2021-04-04 00:00:00+00:00,1
10521,clarksville,hatchback,2021-04-04 00:00:00+00:00,1
38262,myrtle beach,sedan,2021-04-04 00:00:00+00:00,7
61208,wenatchee,SUV,2021-04-04 00:00:00+00:00,7
10597,clarksville,sedan,2021-04-04 00:00:00+00:00,6
50924,scranton / wilkes-barre,van,2021-04-04 00:00:00+00:00,1
11037,college station,coupe,2021-04-04 00:00:00+00:00,2
8868,charleston,sedan,2021-04-04 00:00:00+00:00,8
61898,western massachusetts,sedan,2021-04-04 00:00:00+00:00,16
49950,santa maria,SUV,2021-04-04 00:00:00+00:00,5
41070,northwest OK,truck,2021-04-04 00:00:00+00:00,1
7334,buffalo,hatchback,2021-04-04 00:00:00+00:00,1
41050,northwest OK,sedan,2021-04-04 00:00:00+00:00,2
7380,buffalo,other,2021-04-04 00:00:00+00:00,2
62391,wichita,sedan,2021-04-04 00:00:00+00:00,6
7409,buffalo,pickup,2021-04-04 00:00:00+00:00,1
41005,northwest OK,hatchback,2021-04-04 00:00:00+00:00,2
7440,buffalo,sedan,2021-04-04 00:00:00+00:00,10
40970,northwest KS,sedan,2021-04-04 00:00:00+00:00,1
2302,asheville,coupe,2021-04-04 00:00:00+00:00,1
49979,santa maria,convertible,2021-04-04 00:00:00+00:00,1
62362,wichita,pickup,2021-04-04 00:00:00+00:00,2
7497,buffalo,van,2021-04-04 00:00:00+00:00,2
49987,santa maria,coupe,2021-04-04 00:00:00+00:00,1
40937,northwest KS,other,2021-04-04 00:00:00+00:00,1
7516,buffalo,wagon,2021-04-04 00:00:00+00:00,2
40932,northwest KS,hatchback,2021-04-04 00:00:00+00:00,2
40909,northwest GA,wagon,2021-04-04 00:00:00+00:00,1
7587,butte,truck,2021-04-04 00:00:00+00:00,1
50008,santa maria,hatchback,2021-04-04 00:00:00+00:00,1
2283,asheville,convertible,2021-04-04 00:00:00+00:00,1
40856,northwest GA,sedan,2021-04-04 00:00:00+00:00,1
7646,cape cod / islands,coupe,2021-04-04 00:00:00+00:00,1
62301,wichita,hatchback,2021-04-04 00:00:00+00:00,1
41074,ocala,SUV,2021-04-04 00:00:00+00:00,4
7664,cape cod / islands,hatchback,2021-04-04 00:00:00+00:00,4
7305,buffalo,coupe,2021-04-04 00:00:00+00:00,4
41108,ocala,convertible,2021-04-04 00:00:00+00:00,2
41458,odessa / midland,truck,2021-04-04 00:00:00+00:00,3
6843,bozeman,van,2021-04-04 00:00:00+00:00,2
